time,R,P,S
99906.4999064999,6.817789929346705e-14,0.799999999999922,2.5e-323
99906.5999065999,6.199437308536115e-14,0.799999999999929,2.5e-323
99906.6999066999,7.824190968244529e-14,0.7999999999999104,2.5e-323
99906.7999067999,7.114561322229997e-14,0.7999999999999186,2.5e-323
99906.89990689991,6.469293074406236e-14,0.7999999999999259,2.5e-323
99906.9999069999,8.164773038275981e-14,0.7999999999999067,2.5e-323
99907.09990709991,7.424254383946816e-14,0.7999999999999151,2.5e-323
99907.1999071999,6.75089860813719e-14,0.7999999999999227,2.5e-323
99907.29990729991,8.520184464042616e-14,0.7999999999999025,2.5e-323
99907.3999073999,7.747431888031028e-14,0.7999999999999113,2.5e-323
99907.4999074999,7.0447656448908e-14,0.7999999999999193,2.5e-323
99907.5999075999,6.405829094338244e-14,0.7999999999999265,2.5e-323
99907.6999076999,8.084681615554542e-14,0.7999999999999075,2.5e-323
99907.79990779991,7.351428659380846e-14,0.7999999999999159,2.5e-323
99907.8999078999,6.684679453239589e-14,0.7999999999999234,2.5e-323
99907.99990799991,8.436615992440348e-14,0.7999999999999035,2.5e-323
99908.0999080999,7.671444536790626e-14,0.7999999999999121,2.5e-323
99908.19990819991,6.975671671752686e-14,0.79999999999992,2.5e-323
99908.2999082999,6.343003147865106e-14,0.7999999999999272,2.5e-323
99908.39990839991,8.005395338815964e-14,0.7999999999999083,2.5e-323
99908.4999084999,7.279335024030758e-14,0.7999999999999167,2.5e-323
99908.5999085999,6.619125959773017e-14,0.7999999999999242,2.5e-323
99908.69990869991,8.353887531998177e-14,0.7999999999999045,2.5e-323
99908.7999087999,7.596220976435021e-14,0.799999999999913,2.5e-323
99908.89990889991,6.90727218526152e-14,0.799999999999921,2.5e-323
99908.9999089999,6.280808672106878e-14,0.7999999999999281,2.5e-323
99909.09990909991,7.926905927590984e-14,0.7999999999999093,2.5e-323
99909.1999091999,7.207965948917632e-14,0.7999999999999176,2.5e-323
99909.29990929991,6.554231282071624e-14,0.799999999999925,2.5e-323
99909.3999093999,8.27199044368075e-14,0.7999999999999055,2.5e-323
99909.49990949991,7.521753351966972e-14,0.799999999999914,2.5e-323
99909.59990959991,6.839560043308541e-14,0.7999999999999218,2.5e-323
99909.6999096999,6.21923917323969e-14,0.7999999999999289,2.5e-323
99909.79990979991,7.84920518744517e-14,0.7999999999999103,2.5e-323
99909.8999098999,7.137313983307478e-14,0.7999999999999186,2.5e-323
99909.99990999991,6.48998864559368e-14,0.7999999999999259,2.5e-323
99910.0999100999,8.190916180571003e-14,0.7999999999999065,2.5e-323
99910.19991019991,7.448033892166179e-14,0.7999999999999149,2.5e-323
99910.2999102999,6.772528179865226e-14,0.7999999999999226,2.5e-323
99910.39991039991,8.547507427993525e-14,0.7999999999999023,2.5e-323
99910.49991049992,7.772284539168062e-14,0.7999999999999111,2.5e-323
99910.5999105999,7.06737132657443e-14,0.7999999999999191,2.5e-323
99910.69991069991,6.426390957639213e-14,0.7999999999999264,2.5e-323
99910.7999107999,8.110655792054772e-14,0.7999999999999072,2.5e-323
99910.89991089991,7.375054458594322e-14,0.7999999999999156,2.5e-323
99910.9999109999,6.706169195260683e-14,0.7999999999999232,2.5e-323
99911.09991109991,8.463762255872175e-14,0.7999999999999032,2.5e-323
99911.1999111999,7.696136442766994e-14,0.799999999999912,2.5e-323
99911.29991129991,6.998131123044587e-14,0.79999999999992,2.5e-323
99911.39991139992,6.363431984658655e-14,0.7999999999999271,2.5e-323
99911.49991149991,8.031201412201055e-14,0.799999999999908,2.5e-323
99911.59991159991,7.302807899335797e-14,0.7999999999999164,2.5e-323
99911.6999116999,6.640476586492818e-14,0.799999999999924,2.5e-323
99911.79991179991,8.38085799823896e-14,0.7999999999999041,2.5e-323
99911.8999118999,7.620752959448666e-14,0.7999999999999128,2.5e-323
99911.99991199991,6.929586154325227e-14,0.7999999999999207,2.5e-323
99912.0999120999,6.30110516346686e-14,0.7999999999999279,2.5e-323
99912.19991219991,7.952544760118015e-14,0.7999999999999091,2.5e-323
99912.29991229992,7.23128668513848e-14,0.7999999999999173,2.5e-323
99912.39991239991,6.575443507727058e-14,0.7999999999999248,2.5e-323
99912.49991249992,8.298786017463004e-14,0.7999999999999051,2.5e-323
99912.59991259991,7.546126235277463e-14,0.7999999999999137,2.5e-323
99912.69991269991,6.861729279461743e-14,0.7999999999999214,2.5e-323
99912.7999127999,6.239404001266777e-14,0.7999999999999285,2.5e-323
99912.89991289991,7.874677641682089e-14,0.7999999999999099,2.5e-323
99912.9999129999,7.160483365333276e-14,0.799999999999918,2.5e-323
99913.09991309991,6.51106318447452e-14,0.7999999999999254,2.5e-323
99913.19991319992,8.217537764661636e-14,0.799999999999906,2.5e-323
99913.29991329991,7.472248497336352e-14,0.7999999999999146,2.5e-323
99913.39991339992,6.794553430669837e-14,0.7999999999999223,2.5e-323
99913.49991349991,6.178322071534681e-14,0.7999999999999293,2.5e-323
99913.59991359992,7.797591948195233e-14,0.7999999999999109,2.5e-323
99913.69991369991,7.09039056711642e-14,0.7999999999999189,2.5e-323
99913.79991379991,6.447328913061306e-14,0.7999999999999263,2.5e-323
99913.8999138999,8.137104780452224e-14,0.799999999999907,2.5e-323
99913.99991399991,7.399112053965868e-14,0.7999999999999153,2.5e-323
99914.0999140999,6.728051614649571e-14,0.7999999999999231,2.5e-323
99914.19991419991,8.491404269283198e-14,0.799999999999903,2.5e-323
99914.29991429992,7.721279186287778e-14,0.7999999999999118,2.5e-323
99914.39991439991,7.021000568116553e-14,0.7999999999999198,2.5e-323
99914.49991449992,6.384233671925931e-14,0.7999999999999271,2.5e-323
99914.59991459991,8.057478205569448e-14,0.7999999999999081,2.5e-323
99914.69991469992,7.326708849798075e-14,0.7999999999999164,2.5e-323
99914.7999147999,6.662216506956408e-14,0.799999999999924,2.5e-323
99914.89991489991,8.408319943587344e-14,0.7999999999999041,2.5e-323
99914.9999149999,7.645731896047044e-14,0.7999999999999129,2.5e-323
99915.09991509991,6.952306585360358e-14,0.7999999999999208,2.5e-323
99915.19991519992,6.32177129361479e-14,0.7999999999999279,2.5e-323
99915.29991529991,7.978650257333521e-14,0.799999999999909,2.5e-323
99915.39991539992,7.255031808702427e-14,0.7999999999999173,2.5e-323
99915.49991549991,6.597041673587564e-14,0.7999999999999249,2.5e-323
99915.59991559992,8.326068836323969e-14,0.7999999999999052,2.5e-323
99915.69991569991,7.570942221923447e-14,0.7999999999999137,2.5e-323
99915.79991579991,6.884301476136423e-14,0.7999999999999214,2.5e-323
99915.8999158999,6.259935283838217e-14,0.7999999999999285,2.5e-323
99915.99991599991,7.900612741509362e-14,0.7999999999999098,2.5e-323
99916.09991609992,7.18407347989432e-14,0.799999999999918,2.5e-323
99916.19991619991,6.532520340046233e-14,0.7999999999999254,2.5e-323
99916.29991629992,8.244642398575855e-14,0.799999999999906,2.5e-323
99916.39991639991,7.496902390965413e-14,0.7999999999999146,2.5e-323
99916.49991649992,6.816978173115026e-14,0.7999999999999223,2.5e-323
99916.59991659991,6.198719216462089e-14,0.7999999999999293,2.5e-323
99916.69991669992,7.823357548072717e-14,0.7999999999999108,2.5e-323
99916.79991679991,7.113826489479804e-14,0.7999999999999189,2.5e-323
99916.89991689991,6.468645801643251e-14,0.7999999999999263,2.5e-323
99916.99991699992,8.164032170268479e-14,0.799999999999907,2.5e-323
99917.09991709991,7.423604710665517e-14,0.7999999999999154,2.5e-323
99917.19991719992,6.75032968171565e-14,0.7999999999999231,2.5e-323
99917.29991729991,8.519545785385323e-14,0.7999999999999029,2.5e-323
99917.39991739992,7.746876180637302e-14,0.7999999999999117,2.5e-323
99917.49991749991,7.044283112111242e-14,0.7999999999999196,2.5e-323
99917.59991759992,6.405411034121975e-14,0.7999999999999269,2.5e-323
99917.69991769991,8.084229286874472e-14,0.7999999999999077,2.5e-323
99917.79991779992,7.35104112095274e-14,0.799999999999916,2.5e-323
99917.89991789992,6.684348673421866e-14,0.7999999999999237,2.5e-323
99917.99991799991,8.436277097689043e-14,0.7999999999999037,2.5e-323
99918.09991809992,7.671161178955341e-14,0.7999999999999123,2.5e-323
99918.19991819991,6.975436564620935e-14,0.7999999999999202,2.5e-323
99918.29991829992,6.342809869932063e-14,0.7999999999999274,2.5e-323
99918.39991839991,8.005225967652434e-14,0.7999999999999086,2.5e-323
99918.49991849992,7.27920454747345e-14,0.7999999999999168,2.5e-323
99918.59991859991,6.619028715936165e-14,0.7999999999999243,2.5e-323
99918.69991869992,8.353842610965819e-14,0.7999999999999045,2.5e-323
99918.79991879992,7.596204687510789e-14,0.799999999999913,2.5e-323
99918.89991889992,6.907279704308353e-14,0.799999999999921,2.5e-323
99918.99991899992,6.280835814597888e-14,0.7999999999999281,2.5e-323
99919.09991909991,7.927014016416688e-14,0.7999999999999093,2.5e-323
99919.19991919992,7.208087537759496e-14,0.7999999999999176,2.5e-323
99919.29991929991,6.554363033020066e-14,0.799999999999925,2.5e-323
99919.39991939992,8.27223377357322e-14,0.7999999999999053,2.5e-323
99919.49991949991,7.521998930758011e-14,0.7999999999999139,2.5e-323
99919.59991959992,6.83980546147926e-14,0.7999999999999217,2.5e-323
99919.69991969992,6.219482439932944e-14,0.7999999999999288,2.5e-323
99919.79991979992,7.849585321731015e-14,0.7999999999999101,2.5e-323
99919.89991989992,7.137682716410124e-14,0.7999999999999182,2.5e-323
99919.99991999991,6.490344918716843e-14,0.7999999999999257,2.5e-323
99920.09992009992,8.191442123442193e-14,0.7999999999999062,2.5e-323
99920.19992019991,7.448536214465577e-14,0.7999999999999147,2.5e-323
99920.29992029992,6.773006839990795e-14,0.7999999999999224,2.5e-323
99920.39992039991,8.548191155589947e-14,0.7999999999999022,2.5e-323
99920.49992049992,7.772931384502224e-14,0.7999999999999111,2.5e-323
99920.59992059993,7.067982355727556e-14,0.7999999999999191,2.5e-323
99920.69992069992,6.42696734670769e-14,0.7999999999999264,2.5e-323
99920.79992079992,8.111458795022515e-14,0.7999999999999072,2.5e-323
99920.89992089992,7.375808477745327e-14,0.7999999999999156,2.5e-323
99920.99992099992,6.70687651066797e-14,0.7999999999999232,2.5e-323
99921.09992109991,8.464733788499209e-14,0.7999999999999031,2.5e-323
99921.19992119992,7.697044745203366e-14,0.7999999999999119,2.5e-323
99921.29992129991,6.998979673193143e-14,0.7999999999999199,2.5e-323
99921.39992139992,6.364224149839715e-14,0.7999999999999271,2.5e-323
99921.49992149993,8.032276005847553e-14,0.7999999999999081,2.5e-323
99921.59992159992,7.303808644440846e-14,0.7999999999999164,2.5e-323
99921.69992169992,6.641408039366718e-14,0.799999999999924,2.5e-323
99921.79992179992,8.38211164269794e-14,0.7999999999999041,2.5e-323
99921.89992189992,7.621917544607242e-14,0.7999999999999128,2.5e-323
99921.99992199992,6.93066752281253e-14,0.7999999999999207,2.5e-323
99922.09992209992,6.302108830650518e-14,0.7999999999999279,2.5e-323
99922.19992219991,7.953885556691131e-14,0.7999999999999091,2.5e-323
99922.29992229992,7.23252925942011e-14,0.7999999999999173,2.5e-323
99922.39992239993,6.576594647529909e-14,0.7999999999999248,2.5e-323
99922.49992249992,8.300316164102923e-14,0.7999999999999051,2.5e-323
99922.59992259993,7.54754200482541e-14,0.7999999999999137,2.5e-323
99922.69992269992,6.863038832566022e-14,0.7999999999999214,2.5e-323
99922.79992279992,6.240614959100974e-14,0.7999999999999285,2.5e-323
99922.89992289992,7.876279334951166e-14,0.7999999999999099,2.5e-323
99922.99992299992,7.16196294633205e-14,0.799999999999918,2.5e-323
99923.09992309992,6.512429628425053e-14,0.7999999999999254,2.5e-323
99923.19992319992,8.219338891140066e-14,0.799999999999906,2.5e-323
99923.29992329993,7.4739104324109e-14,0.7999999999999146,2.5e-323
99923.39992339992,6.796086607105929e-14,0.7999999999999223,2.5e-323
99923.49992349993,6.179736174505076e-14,0.7999999999999294,2.5e-323
99923.59992359992,7.799449313494456e-14,0.799999999999911,2.5e-323
99923.69992369993,7.092102406413889e-14,0.7999999999999191,2.5e-323
99923.79992379992,6.44890634546621e-14,0.7999999999999264,2.5e-323
99923.89992389992,8.139171447624984e-14,0.7999999999999071,2.5e-323
99923.99992399992,7.401015211124476e-14,0.7999999999999154,2.5e-323
99924.09992409992,6.729803921476683e-14,0.7999999999999231,2.5e-323
99924.19992419993,8.493694945537936e-14,0.799999999999903,2.5e-323
99924.29992429992,7.723387078386075e-14,0.7999999999999118,2.5e-323
99924.39992439993,7.022939989388433e-14,0.7999999999999198,2.5e-323
99924.49992449992,6.386017842821831e-14,0.7999999999999271,2.5e-323
99924.59992459993,8.059805057291256e-14,0.7999999999999081,2.5e-323
99924.69992469992,7.328848361335189e-14,0.7999999999999163,2.5e-323
99924.79992479993,6.664183520199205e-14,0.7999999999999239,2.5e-323
99924.89992489992,8.410880828105914e-14,0.799999999999904,2.5e-323
99924.99992499992,7.648085246954421e-14,0.7999999999999127,2.5e-323
99925.09992509992,6.954468982609553e-14,0.7999999999999206,2.5e-323
99925.19992519992,6.32375801686444e-14,0.7999999999999278,2.5e-323
99925.29992529993,7.981232017809198e-14,0.7999999999999089,2.5e-323
99925.39992539992,7.257402879535938e-14,0.7999999999999171,2.5e-323
99925.49992549993,6.599219035367284e-14,0.7999999999999245,2.5e-323
99925.59992559992,8.328894437265045e-14,0.7999999999999048,2.5e-323
99925.69992569993,7.57353604043697e-14,0.7999999999999134,2.5e-323
99925.79992579992,6.886682313237164e-14,0.7999999999999212,2.5e-323
99925.89992589992,6.262120436639489e-14,0.7999999999999283,2.5e-323
99925.99992599992,7.903444213612204e-14,0.7999999999999097,2.5e-323
99926.09992609992,7.186671386760788e-14,0.7999999999999179,2.5e-323
99926.19992619993,6.53490375776178e-14,0.7999999999999253,2.5e-323
99926.29992629992,8.247727306520497e-14,0.7999999999999059,2.5e-323
99926.39992639993,7.49973176067836e-14,0.7999999999999144,2.5e-323
99926.49992649992,6.819572981740622e-14,0.7999999999999222,2.5e-323
99926.59992659993,6.201098738009935e-14,0.7999999999999292,2.5e-323
99926.69992669992,7.826433615704243e-14,0.7999999999999107,2.5e-323
99926.79992679993,7.116646582668852e-14,0.7999999999999187,2.5e-323
99926.89992689992,6.471231049372759e-14,0.799999999999926,2.5e-323
99926.99992699992,8.167371060223491e-14,0.7999999999999067,2.5e-323
99927.09992709993,7.426664792022777e-14,0.7999999999999151,2.5e-323
99927.19992719992,6.753134063496306e-14,0.7999999999999227,2.5e-323
99927.29992729993,8.523164557689674e-14,0.7999999999999023,2.5e-323
99927.39992739992,7.750191807107596e-14,0.7999999999999111,2.5e-323
99927.49992749993,7.047320813995523e-14,0.7999999999999192,2.5e-323
99927.59992759992,6.408193951442954e-14,0.7999999999999265,2.5e-323
99927.69992769993,8.087816915549713e-14,0.7999999999999075,2.5e-323
99927.79992779992,7.354327148889631e-14,0.7999999999999159,2.5e-323
99927.89992789993,6.687358297786797e-14,0.7999999999999234,2.5e-323
99927.99992799993,8.440154134477626e-14,0.7999999999999036,2.5e-323
99928.09992809992,7.67471140352736e-14,0.7999999999999122,2.5e-323
99928.19992819993,6.978687366710325e-14,0.7999999999999201,2.5e-323
99928.29992829992,6.345786359372888e-14,0.7999999999999274,2.5e-323
99928.39992839993,8.009057170774555e-14,0.7999999999999086,2.5e-323
99928.49992849992,7.282711828294742e-14,0.7999999999999168,2.5e-323
99928.59992859993,6.622239316999116e-14,0.7999999999999243,2.5e-323
99928.69992869992,8.357972534836726e-14,0.7999999999999046,2.5e-323
99928.79992879993,7.599984623016687e-14,0.7999999999999132,2.5e-323
99928.89992889993,6.910739165083807e-14,0.7999999999999211,2.5e-323
99928.99992899993,6.284001839651636e-14,0.7999999999999283,2.5e-323
99929.09992909993,7.93108370742292e-14,0.7999999999999096,2.5e-323
99929.19992919992,7.211811448738805e-14,0.7999999999999178,2.5e-323
99929.29992929993,6.557770409601398e-14,0.7999999999999252,2.5e-323
99929.39992939992,8.276611291232032e-14,0.7999999999999056,2.5e-323
99929.49992949993,7.526003766488212e-14,0.7999999999999141,2.5e-323
99929.59992959992,6.843469208731267e-14,0.7999999999999219,2.5e-323
99929.69992969993,6.222834026994434e-14,0.799999999999929,2.5e-323
99929.79992979993,7.853888493116867e-14,0.7999999999999104,2.5e-323
99929.89992989993,7.141618706575904e-14,0.7999999999999186,2.5e-323
99929.99992999993,6.493944934756814e-14,0.7999999999999259,2.5e-323
99930.09993009992,8.196062023176988e-14,0.7999999999999065,2.5e-323
99930.19993019993,7.452761213980794e-14,0.7999999999999149,2.5e-323
99930.29993029992,6.776870569193276e-14,0.7999999999999227,2.5e-323
99930.39993039993,8.553147214556021e-14,0.7999999999999025,2.5e-323
99930.49993049992,7.777463106021755e-14,0.7999999999999113,2.5e-323
99930.59993059993,7.072125944223294e-14,0.7999999999999193,2.5e-323
99930.69993069994,6.430755929784178e-14,0.7999999999999265,2.5e-323
99930.79993079993,8.116315944348919e-14,0.7999999999999072,2.5e-323
99930.89993089993,7.380248976502411e-14,0.7999999999999156,2.5e-323
99930.99993099993,6.710935982459302e-14,0.7999999999999232,2.5e-323
99931.09993109993,8.469936121282785e-14,0.7999999999999032,2.5e-323
99931.19993119992,7.7018001616616e-14,0.799999999999912,2.5e-323
99931.29993129993,7.00332644759447e-14,0.79999999999992,2.5e-323
99931.39993139992,6.368197289932677e-14,0.7999999999999272,2.5e-323
99931.49993149993,8.037365352304985e-14,0.7999999999999081,2.5e-323
99931.59993159994,7.308460050531131e-14,0.7999999999999166,2.5e-323
99931.69993169993,6.645659080507918e-14,0.799999999999924,2.5e-323
99931.79993179993,8.387554990578994e-14,0.7999999999999041,2.5e-323
99931.89993189993,7.6268918766423e-14,0.7999999999999128,2.5e-323
99931.99993199993,6.935213139427056e-14,0.7999999999999207,2.5e-323
99932.09993209993,6.306262580097567e-14,0.7999999999999279,2.5e-323
99932.19993219993,7.959202125570756e-14,0.799999999999909,2.5e-323
99932.29993229992,7.237387051729268e-14,0.7999999999999172,2.5e-323
99932.39993239993,6.58103314931603e-14,0.7999999999999247,2.5e-323
99932.49993249994,8.305995349712619e-14,0.799999999999905,2.5e-323
99932.59993259993,7.552730547352034e-14,0.7999999999999136,2.5e-323
99932.69993269994,6.867779015411647e-14,0.7999999999999213,2.5e-323
99932.79993279993,6.244945431797694e-14,0.7999999999999284,2.5e-323
99932.89993289993,7.881818228321962e-14,0.7999999999999097,2.5e-323
99932.99993299993,7.167022673611201e-14,0.7999999999999179,2.5e-323
99933.09993309993,6.517051545278872e-14,0.7999999999999252,2.5e-323
99933.19993319992,8.225248814954236e-14,0.7999999999999058,2.5e-323
99933.29993329993,7.479308550654115e-14,0.7999999999999142,2.5e-323
99933.39993339994,6.80101714400736e-14,0.799999999999922,2.5e-323
99933.49993349993,6.184239542343945e-14,0.799999999999929,2.5e-323
99933.59993359994,7.805205707622465e-14,0.7999999999999104,2.5e-323
99933.69993369993,7.097359684762969e-14,0.7999999999999186,2.5e-323
99933.79993379994,6.453707693319153e-14,0.7999999999999259,2.5e-323
99933.89993389993,8.145307090399018e-14,0.7999999999999067,2.5e-323
99933.99993399993,7.406618343508415e-14,0.7999999999999152,2.5e-323
99934.09993409993,6.734920666708772e-14,0.7999999999999229,2.5e-323
99934.19993419993,8.500231958995972e-14,0.7999999999999027,2.5e-323
99934.29993429994,7.729356224204624e-14,0.7999999999999114,2.5e-323
99934.39993439993,7.028390502775512e-14,0.7999999999999194,2.5e-323
99934.49993449994,6.39099469900692e-14,0.7999999999999268,2.5e-323
99934.59993459993,8.066161475693042e-14,0.7999999999999077,2.5e-323
99934.69993469994,7.334652015289911e-14,0.799999999999916,2.5e-323
99934.79993479993,6.669482390930036e-14,0.7999999999999237,2.5e-323
99934.89993489994,8.417646937880485e-14,0.7999999999999038,2.5e-323
99934.99993499993,7.654262470526164e-14,0.7999999999999126,2.5e-323
99935.09993509993,6.960108483281408e-14,0.7999999999999204,2.5e-323
99935.19993519994,6.32890652115678e-14,0.7999999999999277,2.5e-323
99935.29993529993,7.987804347724627e-14,0.7999999999999088,2.5e-323
99935.39993539994,7.26340263459795e-14,0.7999999999999171,2.5e-323
99935.49993549993,6.604696014222542e-14,0.7999999999999245,2.5e-323
99935.59993559994,8.335884580346714e-14,0.7999999999999048,2.5e-323
99935.69993569993,7.579916740313566e-14,0.7999999999999134,2.5e-323
99935.79993579994,6.892506619255338e-14,0.7999999999999213,2.5e-323
99935.89993589993,6.267436788443979e-14,0.7999999999999284,2.5e-323
99935.99993599993,7.910227667043179e-14,0.7999999999999097,2.5e-323
99936.09993609993,7.192862891454406e-14,0.7999999999999179,2.5e-323
99936.19993619993,6.540554889878715e-14,0.7999999999999252,2.5e-323
99936.29993629994,8.254936499346141e-14,0.7999999999999057,2.5e-323
99936.39993639993,7.506311407859678e-14,0.7999999999999141,2.5e-323
99936.49993649994,6.825577977207205e-14,0.7999999999999219,2.5e-323
99936.59993659993,6.206579196754279e-14,0.799999999999929,2.5e-323
99936.69993669994,7.833423477699383e-14,0.7999999999999104,2.5e-323
99936.79993679993,7.123025551994162e-14,0.7999999999999186,2.5e-323
99936.89993689994,6.477052440604688e-14,0.7999999999999259,2.5e-323
99936.99993699993,8.174794394297363e-14,0.7999999999999066,2.5e-323
99937.09993709993,7.433438925622882e-14,0.7999999999999151,2.5e-323
99937.19993719994,6.759315694324293e-14,0.7999999999999227,2.5e-323
99937.29993729993,8.531045871672986e-14,0.7999999999999026,2.5e-323
99937.39993739994,7.757383433557494e-14,0.7999999999999113,2.5e-323
99937.49993749993,7.05388302745767e-14,0.7999999999999193,2.5e-323
99937.59993759994,6.414181766276273e-14,0.7999999999999267,2.5e-323
99937.69993769993,8.095449559496337e-14,0.7999999999999076,2.5e-323
99937.79993779994,7.361291378020497e-14,0.799999999999916,2.5e-323
99937.89993789993,6.693712573428177e-14,0.7999999999999237,2.5e-323
99937.99993799994,8.448252578519628e-14,0.7999999999999037,2.5e-323
99938.09993809994,7.682100226677033e-14,0.7999999999999123,2.5e-323
99938.19993819993,6.98542867311572e-14,0.7999999999999202,2.5e-323
99938.29993829994,6.351936825187506e-14,0.7999999999999273,2.5e-323
99938.39993839993,8.016894370534259e-14,0.7999999999999083,2.5e-323
99938.49993849994,7.289861832567726e-14,0.7999999999999167,2.5e-323
99938.59993859993,6.628762311062887e-14,0.7999999999999241,2.5e-323
99938.69993869994,8.366283161622817e-14,0.7999999999999043,2.5e-323
99938.79993879993,7.607566146639395e-14,0.799999999999913,2.5e-323
99938.89993889994,6.917655478248417e-14,0.7999999999999209,2.5e-323
99938.99993899994,6.290311242827016e-14,0.799999999999928,2.5e-323
99939.09993909993,7.939120783562775e-14,0.7999999999999092,2.5e-323
99939.19993919994,7.219142975273982e-14,0.7999999999999174,2.5e-323
99939.29993929993,6.564458257166144e-14,0.7999999999999249,2.5e-323
99939.39993939994,8.285129230061749e-14,0.7999999999999052,2.5e-323
99939.49993949993,7.533773564080198e-14,0.7999999999999138,2.5e-323
99939.59993959994,6.850556505852021e-14,0.7999999999999217,2.5e-323
99939.69993969993,6.229298711624075e-14,0.7999999999999288,2.5e-323
99939.79993979994,7.862120839552426e-14,0.7999999999999101,2.5e-323
99939.89993989994,7.149127569583861e-14,0.7999999999999182,2.5e-323
99939.99993999994,6.500793831692052e-14,0.7999999999999257,2.5e-323
99940.09994009994,8.204782480373377e-14,0.7999999999999062,2.5e-323
99940.19994019993,7.460714928954895e-14,0.7999999999999147,2.5e-323
